year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
2010,SWE,25,markstrom jacob,G,L,194,84.0,1990-01-31,brynas gavle,20.2464065708419,1990,22.319056222765397
2010,SWE,35,lindback anders,G,L,198,85.0,1988-05-03,timra ik,21.9931553730322,1988,21.6814610754005
2010,USA,38,hillen jack,D,L,180,91.0,1986-01-24,new york islanders,24.2655715263518,1986,28.0864197530864
2010,USA,39,lundin mike,D,L,188,89.0,1984-09-24,tampa bay lightning,25.598904859685103,1984,25.181077410592998
2010,USA,41,chorney taylor,D,L,180,83.0,1987-04-27,edmonton oilers,23.0116358658453,1987,25.6172839506173
2010,USA,6,greene andy,D,L,180,86.0,1982-10-30,new jersey devils,27.501711156742,1982,26.543209876543198
2010,USA,93,yandle keith,D,L,188,88.0,1986-09-09,phoenix coyotes,23.6413415468857,1986,24.8981439565414
2010,USA,97,gilroy matt,D,R,185,91.0,1984-07-20,new york rangers,25.7796030116359,1984,26.5887509130752
2010,USA,13,kennedy tim,F,L,178,78.0,1986-04-30,buffalo sabres,24.0027378507871,1986,24.618103774775896
2010,USA,16,potulny ryan,F,L,183,86.0,1984-09-05,edmonton oilers,25.650924024640698,1984,25.680074054166997
2010,USA,18,galiardi tj,F,L,188,86.0,1988-04-22,colorado avalanche,22.023271731690603,1988,24.3322770484382
2010,USA,19,kreider chris,F,L,188,91.0,1991-04-30,boston college,19.0034223134839,1991,25.746944318696197
2010,USA,20,hanson christian,F,R,191,92.0,1986-03-10,toronto maple leafs,24.1423682409309,1986,25.2186069460815
2010,USA,22,carter ryan,F,L,188,91.0,1983-08-03,anaheim ducks,26.743326488706398,1983,25.746944318696197
2010,USA,23,nystrom eric,F,L,185,88.0,1983-02-14,calgary flames,27.2087611225188,1983,25.7121986851717
2010,USA,25,moss david,F,R,191,91.0,1981-12-28,calgary flames,28.339493497604398,1981,24.944491653189303
2010,USA,74,oshie tj,F,R,180,77.0,1986-12-23,st. louis blues,23.353867214236804,1986,23.765432098765398
2010,USA,1,bishop ben,G,L,200,93.0,1986-11-21,peoria rivermen,23.4414784394251,1986,23.25
2010,USA,33,leggio david,G,L,180,82.0,1984-07-31,tps turku,25.7494866529774,1984,25.3086419753086
2011,RUS,44,belov nikolai,D,L,191,81.0,1987-08-13,neftekhimik nizhnekamsk,23.7152635181383,1987,22.203338724267397
2011,RUS,51,tyutin fyodor,D,L,188,92.0,1983-07-19,columbus blue jackets,27.7837097878166,1983,26.0298777727479
2011,RUS,74,yemelin alexei,D,L,187,101.0,1986-04-25,ak bars kazan,25.015742642026,1986,28.882724699019104
2011,RUS,23,tereshenko alexei,F,L,181,78.0,1980-12-16,ak bars kazan,30.370978781656397,1980,23.8087970452672
2011,RUS,41,kulyomin nikolai,F,L,185,90.0,1986-07-14,toronto maple leafs,24.7967145790554,1986,26.296566837107395
2011,RUS,49,artyukhin yevgeni,F,L,196,116.0,1983-04-04,ska st. petersburg,28.073921971252602,1983,30.1957517700958
2011,RUS,55,kaigorodov alexei,F,L,182,93.0,1983-07-29,metallurg magnitogorsk,27.756331279945197,1983,28.076319285110504
2011,RUS,91,tarasenko vladimir,F,L,183,93.0,1991-12-13,sibir novosibirsk,19.3812457221081,1991,27.770312639971298
2011,RUS,20,nabokov yevgeni,G,L,183,91.0,1975-07-25,russia 28 apr,35.767282683093796,1975,27.1731016154558
2011,AUT,28,schumnig martin,D,R,181,78.0,1989-07-28,kac klagenfurt,21.757700205338804,1989,23.8087970452672
2011,AUT,13,schiechl michael,F,L,181,92.0,1989-01-29,red bull salzburg,22.2505133470226,1989,28.0821708739049
2011,AUT,15,latusa manuel,F,L,182,86.0,1984-01-23,red bull salzburg,27.2689938398357,1984,25.9630479410699
2011,AUT,5,raffl thomas,F,L,193,92.0,1986-06-19,red bull salzburg,24.865160848733698,1986,24.6986496281779
2011,AUT,6,rotter rafael,F,R,174,80.0,1987-06-14,vienna capitals,23.8795345653662,1987,26.423569824283298
2011,AUT,77,hundertpfund thomas,F,L,189,85.0,1989-12-14,kac klagenfurt,21.3771389459274,1989,23.7955264410291
2011,AUT,30,swette rene,G,L,183,83.0,1988-08-21,kac klagenfurt,22.691307323750898,1988,24.784257517393797
2011,AUT,31,weinhandl fabian,G,L,192,100.0,1987-01-03,graz 99ers,24.323066392881604,1987,27.126736111111104
2011,BLR,22,goroshko oleg,D,L,178,76.0,1989-11-19,neman grodno,21.4455852156057,1989,23.9868703446535
2011,BLR,43,kostyuchyonok viktor,D,L,188,99.0,1979-06-07,dynamo minsk,31.898699520876104,1979,28.0104119511091
2011,BLR,10,mikhalyov andrei,F,L,182,91.0,1978-02-23,dynamo minsk,33.1827515400411,1978,27.4725274725275
2011,BLR,17,demkov artyom,F,R,178,75.0,1989-09-26,shakhtyor soligorsk,21.5934291581109,1989,23.6712536295922
2011,BLR,61,stepanov andrei,F,R,178,91.0,1986-04-14,yunost minsk,25.0458590006845,1986,28.7211210705719
2011,BLR,77,kitarov alexander,F,L,190,90.0,1987-06-18,yunost minsk,23.8685831622177,1987,24.9307479224377
2011,BLR,81,pavlovich alexander,F,L,184,86.0,1988-07-12,shakhtyor soligorsk,22.800821355236103,1988,25.4017013232514
2011,BLR,88,kovyrshin yevgeni,F,L,178,77.0,1986-01-25,shakhtyor soligorsk,25.2621492128679,1986,24.3024870597147
2011,BLR,40,milchakov dmitri,G,L,183,78.0,1986-03-02,metallurg zhlobin,25.163586584531103,1986,23.291229956105
2011,CAN,17,gragnani marc-andre,D,L,188,90.0,1987-03-11,buffalo sabres,24.1396303901437,1987,25.464010864644603
2011,CAN,27,pietrangelo alex,D,R,190,95.0,1990-01-18,st. louis blues,21.2813141683778,1990,26.3157894736842
2011,CAN,28,colaiacovo carlo,D,L,186,90.0,1983-01-27,st. louis blues,28.2573579739904,1983,26.0145681581686
2011,CAN,33,methot marc,D,L,190,100.0,1985-06-21,columbus blue jackets,25.8590006844627,1985,27.7008310249307
2011,CAN,7,scalzo mario,D,L,178,86.0,1984-11-11,adler mannheim,26.466803559206,1984,27.1430374952657
2011,CAN,14,eberle jordan,F,R,183,84.0,1990-05-15,edmonton oilers,20.9609856262834,1990,25.0828630296515
2011,CAN,16,ladd andrew,F,L,188,90.0,1985-12-12,atlanta thrashers,25.382614647501697,1985,25.464010864644603
2011,CAN,20,tavares john,F,L,183,88.0,1990-09-20,new york islanders,20.6105407255305,1990,26.2772850786825
2011,CAN,22,clutterbuck cal,F,R,180,96.0,1987-11-18,minnesota wild,23.4496919917864,1987,29.6296296296296
2011,CAN,25,stewart chris,F,R,188,103.0,1987-10-30,st. louis blues,23.501711156742,1987,29.1421457673155
2011,CAN,50,vermette antoine,F,L,185,90.0,1982-07-20,columbus blue jackets,28.7802874743326,1982,26.296566837107395
2011,CAN,53,skinner jeff,F,L,180,87.0,1992-05-16,carolina hurricanes,18.956878850102697,1992,26.851851851851897
2011,CAN,9,kane evander,F,L,188,88.0,1991-08-02,atlanta thrashers,19.745379876796697,1991,24.8981439565414
2011,CAN,92,duchene matt,F,L,180,90.0,1991-01-16,colorado avalanche,20.287474332648898,1991,27.7777777777778
2011,CAN,34,reimer james,G,L,188,94.0,1988-03-15,toronto maple leafs,23.1266255989049,1988,26.5957446808511
2011,CAN,40,dubnyk devan,G,R,195,99.0,1986-05-04,edmonton oilers,24.991101984941803,1986,26.035502958579897
2011,CAN,45,bernier jonathan,G,L,183,84.0,1988-08-07,los angeles kings,22.7296372347707,1988,25.0828630296515
2011,CZE,7,martinek radek,D,L,182,93.0,1976-08-31,new york islanders,34.6639288158795,1976,28.076319285110504
2011,CZE,18,frolik michael,F,L,186,89.0,1988-02-17,chicago blackhawks,23.2005475701574,1988,25.725517400855605
2011,CZE,1,kovar jakub,G,L,184,91.0,1988-07-19,hc ceske budejovice,22.7816563997262,1988,26.8785444234405
2011,DEN,18,jensen kasper,D,L,188,89.0,1987-05-28,rodovre mighty bulls,23.926078028747398,1987,25.181077410592998
2011,DEN,26,eskesen michael,D,L,182,80.0,1986-06-05,odense bulldogs,24.903490759753605,1986,24.1516725033209
2011,DEN,41,jensen jesper b,D,L,182,80.0,1991-07-30,rogle angelholm,19.7535934291581,1991,24.1516725033209
2011,DEN,38,poulsen morten,F,L,185,84.0,1988-09-09,herning blue fox,22.6392881587953,1988,24.543462381300202
2011,DEN,8,storm frederik,F,L,180,86.0,1989-02-20,sonderjyske vojens,22.1902806297057,1989,26.543209876543198
2011,FIN,19,valivaara jyrki,D,L,188,92.0,1976-05-30,jyp jyvaskyla,34.9185489390828,1976,26.0298777727479
2011,FIN,20,pesonen janne,F,L,180,81.0,1982-05-11,ak bars kazan,28.971937029431896,1982,25.0
2011,FIN,24,lajunen jani,F,L,185,75.0,1990-06-16,blues espoo,20.873374401095102,1990,21.913805697589503
2011,FIN,29,nokelainen petteri,F,R,185,86.0,1986-01-16,jokerit helsinki,25.286789869952102,1986,25.127830533235898
2011,FIN,47,lahti janne,F,L,189,89.0,1982-07-20,jokerit helsinki,28.7802874743326,1982,24.9153159206069
2011,FIN,58,joensuu jesse,F,L,191,90.0,1987-10-05,new york islanders,23.5701574264203,1987,24.6703763602971
2011,FIN,64,granlund mikael,F,L,175,77.0,1992-02-26,hifk helsinki,19.1759069130732,1992,25.142857142857103
2011,FIN,33,hovinen niko,G,L,196,89.0,1988-03-16,pelicans lahti,23.1238877481177,1988,23.1674302374011
2011,FIN,35,lassila teemu,G,L,183,87.0,1983-03-26,hpk hameenlinna,28.0985626283368,1983,25.9786795664248
2011,FRA,20,moisand maxime,D,R,177,78.0,1990-06-11,grenoble bruleurs de,20.8870636550308,1990,24.897060231734198
2011,FRA,21,janil jonathan,D,R,187,87.0,1987-09-24,rouen dragons,23.6002737850787,1987,24.879178701135302
2011,FRA,17,romand jeremie,F,L,192,95.0,1988-02-28,caen drakkars,23.170431211499,1988,25.7703993055556
2011,FRA,23,arrossamena nicolas,F,R,181,75.0,1990-01-09,grenoble bruleurs de,21.305954825462,1990,22.8930740819877
2011,FRA,33,quemener ronan,G,L,185,83.0,1988-02-13,gap rapaces,23.211498973305996,1988,24.2512783053324
2011,GER,2,reul denis,D,R,193,104.0,1989-06-29,adler mannheim,21.837097878165604,1989,27.920212623157703
2011,GER,27,lavallee kevin,D,R,190,94.0,1981-12-12,ehc munchen,29.382614647501697,1981,26.038781163434898
2011,GER,28,mauer frank,F,R,184,85.0,1988-04-12,adler mannheim,23.0499657768652,1988,25.1063327032136
2011,GER,37,reimer patrick,F,R,179,84.0,1982-12-10,deg dusseldorf,28.388774811772798,1982,26.2164102244
2011,GER,75,kink marcus,F,L,186,91.0,1985-01-13,adler mannheim,26.2943189596167,1985,26.3036189154816
2011,GER,30,reimer jochen,G,L,184,90.0,1985-09-06,grizzly adams wolfsburg,25.648186173853503,1985,26.5831758034026
2011,LAT,44,cibulskis oskars,D,L,192,100.0,1988-04-09,dinamo riga,23.058179329226604,1988,27.126736111111104
2011,LAT,15,kenins ronalds,F,L,178,80.0,1991-02-28,gck lions zurich,20.1697467488022,1991,25.2493372048984
2011,LAT,9,bukarts roberts,F,R,184,83.0,1990-06-27,dinamo riga,20.843258042436698,1990,24.515595463138
2011,LAT,1,jucers maris,G,L,190,80.0,1987-06-18,liepajas metalurgs,23.8685831622177,1987,22.1606648199446
2011,NOR,3,follestad johansen erik,D,L,188,84.0,1989-06-22,frisk asker,21.856262833675604,1989,23.766410140335
2011,NOR,37,ostli lars,D,R,182,87.0,1986-11-21,storhamar dragons,24.4407939767283,1986,26.264943847361398
2011,NOR,5,koivu eerikki,D,L,190,90.0,1979-12-29,lorenskog ik,31.337440109514,1979,24.9307479224377
2011,NOR,15,kristiansen tommy,F,R,189,90.0,1989-05-26,sparta sarpsborg,21.930184804928103,1989,25.195263290501398
2011,NOR,30,haugen lars,G,L,183,83.0,1987-03-19,manglerud star oslo,24.117727583846698,1987,24.784257517393797
2011,NOR,34,hestmann robert,G,L,185,95.0,1988-07-23,storhamar dragons,22.770704996577702,1988,27.757487216946696
2011,SLO,15,gregorc blaz,D,L,190,95.0,1990-01-18,sodertalje sk,21.2813141683778,1990,26.3157894736842
2011,SLO,17,pavlin ziga,D,R,193,96.0,1985-04-30,olimpija ljubljana,26.0013689253936,1985,25.7725039598378
2011,SLO,18,kuznik gregory,D,L,186,90.0,1978-06-12,vsv villach,32.8843258042437,1978,26.0145681581686
2011,SLO,21,pretnar klemen,D,R,181,83.0,1986-08-31,acroni jesenice,24.665297741273104,1986,25.335001984066402
2011,SLO,86,kovacevic sabahudin,D,R,191,93.0,1986-02-26,alleghe hockey,25.174537987679702,1986,25.4927222389737
2011,SLO,14,hocevar matej,F,R,178,78.0,1982-04-30,olimpija ljubljana,29.0020533880903,1982,24.618103774775896
2011,SLO,19,pance ziga,F,R,185,84.0,1989-01-01,olimpija ljubljana,22.3271731690623,1989,24.543462381300202
2011,SLO,24,ticar rok,F,L,180,76.0,1989-05-03,acroni jesenice,21.9931553730322,1989,23.456790123456802
2011,SLO,26,ankerst jaka,F,L,184,80.0,1989-03-27,briancon diables rouges,22.0944558521561,1989,23.629489603024602
2011,SLO,55,sabolic robert,F,R,183,89.0,1988-09-18,acroni jesenice,22.614647501711197,1988,26.5758905909403
2011,SLO,71,golicic bostjan,F,L,183,88.0,1989-06-12,olimpija ljubljana,21.883641341546898,1989,26.2772850786825
2011,SLO,8,jeglic ziga,F,R,186,74.0,1988-02-24,acroni jesenice,23.181382614647497,1988,21.3897560411608
2011,SLO,69,pintaric matija,G,L,181,78.0,1989-08-11,olimpija ljubljana,21.719370294319,1989,23.8087970452672
2011,SUI,19,gobbi john,D,R,180,85.0,1981-09-25,geneve-servette ,29.596167008898,1981,26.234567901234602
2011,SUI,47,sbisa luca,D,L,188,93.0,1990-01-30,anaheim ducks,21.248459958932198,1990,26.312811226799504
2011,SUI,22,stancescu victor,F,R,181,90.0,1985-03-10,kloten flyers,26.1409993155373,1985,27.4716888983853
2011,SUI,40,rubin daniel,F,L,180,77.0,1985-07-29,geneve-servette ,25.7549623545517,1985,23.765432098765398
2011,SUI,44,bieber matthias,F,L,180,82.0,1986-03-14,kloten flyers,25.130732375085604,1986,25.3086419753086
2011,SUI,71,lotscher kevin,F,R,190,91.0,1988-02-17,ehc biel,23.2005475701574,1988,25.207756232687
2011,SUI,82,moser simon,F,L,188,94.0,1989-03-10,scl tigers langnau,22.1409993155373,1989,26.5957446808511
2011,SUI,63,genoni leonardo,G,L,180,80.0,1987-08-28,hc davos,23.6741957563313,1987,24.6913580246914
2011,SVK,4,sersen michal,D,L,184,80.0,1985-12-28,avtomobilist yekaterinburg,25.3388090349076,1985,23.629489603024602
2011,SVK,20,zednik richard,F,L,186,87.0,1976-01-06,aik stockholm,35.315537303217,1976,25.147415886229602
2011,SWE,22,petrasek david,D,R,187,95.0,1976-02-01,dynamo minsk,35.244353182751496,1976,27.166919271354605
2011,SWE,24,kronwall staffan,D,L,193,97.0,1982-09-10,djurgarden stockholm,28.6379192334018,1982,26.0409675427528
2011,SWE,44,erixon tim,D,L,190,90.0,1991-02-24,skelleftea aik,20.1806981519507,1991,24.9307479224377
2011,SWE,7,rundblad david,D,R,189,86.0,1990-10-08,skelleftea aik,20.5612594113621,1990,24.0754738109235
2011,SWE,15,sjogren mattias,F,L,189,97.0,1987-11-27,farjestad karlstad,23.4250513347023,1987,27.1548948797626
2011,SWE,32,kruger marcus,F,L,182,82.0,1990-05-27,chicago blackhawks,20.9281314168378,1990,24.755464315903897
2011,SWE,33,silfverberg jakob,F,R,185,87.0,1990-10-13,brynas gavle,20.5475701574264,1990,25.4200146092038
2011,SWE,8,jamtin andreas,F,L,183,88.0,1983-05-04,linkopings hc,27.991786447638603,1983,26.2772850786825
2011,SWE,9,tedenby mattias,F,L,178,80.0,1990-02-21,new jersey devils,21.1882272416153,1990,25.2493372048984
2011,SWE,91,paajarvi magnus,F,L,188,91.0,1991-04-12,edmonton oilers,20.0520191649555,1991,25.746944318696197
2011,SWE,30,fasth viktor,G,L,184,86.0,1982-08-08,aik stockholm,28.728268309377103,1982,25.4017013232514
2011,SWE,31,nilsson anders,G,L,195,100.0,1990-03-19,lulea hf,21.117043121149898,1990,26.298487836949395
2011,USA,12,shattenkirk kevin,D,R,180,88.0,1989-01-29,st. louis blues,22.2505133470226,1989,27.1604938271605
2011,USA,2,mcdonagh ryan,D,L,185,97.0,1989-06-13,new york rangers,21.880903490759803,1989,28.3418553688824
2011,USA,34,fayne mark,D,R,191,98.0,1987-05-15,new jersey devils,23.961670088980103,1987,26.8632987034347
2011,USA,4,wilson clay,D,L,183,88.0,1983-04-05,florida panthers,28.071184120465396,1983,26.2772850786825
2011,USA,7,fowler cam,D,L,185,89.0,1991-12-05,anaheim ducks,19.4031485284052,1991,26.004382761139496
2011,USA,8,komisarek mike,D,R,193,110.0,1982-01-19,toronto maple leafs,29.278576317590698,1982,29.530994120647502
2011,USA,15,smith craig,F,R,183,89.0,1989-09-05,university of wisconsin,21.650924024640698,1989,26.5758905909403
2011,USA,16,van riemsdyk james,F,L,193,96.0,1989-05-04,philadelphia flyers,21.990417522245004,1989,25.7725039598378
2011,USA,17,wheeler blake,F,R,196,93.0,1986-08-31,atlanta thrashers,24.665297741273104,1986,24.208663057059603
2011,USA,18,brown mike,F,R,180,93.0,1985-06-24,toronto maple leafs,25.850787132101303,1985,28.7037037037037
2011,USA,20,skille jack,F,R,185,98.0,1987-05-19,florida panthers,23.9507186858316,1987,28.634039444850302
2011,USA,21,miele andy,F,L,175,82.0,1988-04-15,miami ohio university,23.0417522245038,1988,26.775510204081602
2011,USA,23,stapleton tim,F,R,175,82.0,1982-07-19,atlanta thrashers,28.7830253251198,1982,26.775510204081602
2011,USA,24,porter chris,F,L,185,91.0,1984-05-29,st. louis blues,26.92128678987,1984,26.5887509130752
2011,USA,25,palmieri nick,F,R,191,100.0,1989-07-12,new jersey devils,21.801505817932895,1989,27.411529289218997
2011,USA,28,gaustad paul,F,L,196,100.0,1982-02-03,buffalo sabres,29.237508555783702,1982,26.030820491461895
2011,USA,9,stepan derek,F,R,183,83.0,1990-06-18,new york rangers,20.867898699520897,1990,24.784257517393797
2011,USA,1,campbell jack,G,L,188,83.0,1992-01-09,windsor spitfires,19.307323750855602,1992,23.483476686283396
2012,RUS,12,nikitin nikita,D,L,191,89.0,1986-06-16,columbus blue jackets,25.8754277891855,1986,24.396261067405
2012,RUS,48,biryukov yevgeni,D,L,185,93.0,1986-04-19,metallurg magnitogorsk,26.034223134839202,1986,27.173119065011
2012,RUS,6,denisov denis,D,L,185,87.0,1981-12-31,ska st. petersburg,30.3326488706366,1981,25.4200146092038
2012,RUS,77,ryasenski yevgeni,D,L,180,94.0,1987-07-18,cska moscow,24.788501026694004,1987,29.0123456790123
2012,RUS,82,medvedev yevgeni,D,L,189,86.0,1982-08-27,ak bars kazan,29.678302532512003,1982,24.0754738109235
2012,RUS,11,malkin yevgeni,F,L,191,91.0,1986-07-31,pittsburgh penguins,25.752224503764502,1986,24.944491653189303
2012,RUS,15,svitov alexander,F,L,192,106.0,1982-11-03,salavat yulayev ufa,29.492128678987,1982,28.7543402777778
2012,RUS,19,kokarev denis,F,L,178,80.0,1985-06-17,dynamo moscow,26.872005475701602,1985,25.2493372048984
2012,RUS,24,popov alexander,F,L,189,86.0,1980-08-31,avangard omsk,31.665982203969897,1980,24.0754738109235
2012,RUS,28,syomin alexander,F,R,189,92.0,1984-03-03,washington capitals,28.1615331964408,1984,25.7551580302903
2012,RUS,52,shirokov sergei,F,R,178,85.0,1986-03-10,cska moscow,26.143737166324396,1986,26.827420780204502
2012,RUS,80,ketov yevgeni,F,L,184,89.0,1986-01-17,severstal cherepovets,26.286105407255302,1986,26.2878071833648
2012,RUS,92,kuznetsov yevgeni,F,L,190,85.0,1992-05-19,traktor chelyabinsk,19.950718685831603,1992,23.545706371191102
2012,BLR,82,chernaok pavel,D,L,194,106.0,1986-09-28,shakhtyor soligorsk,25.590691307323798,1986,28.1645233287278
2012,BLR,92,graborenko roman,D,R,191,93.0,1992-08-24,drummondville voltigeurs,19.6851471594798,1992,25.4927222389737
2012,BLR,8,kolosov andrei,F,L,195,100.0,1989-06-08,hk gomel,22.8966461327858,1989,26.298487836949395
2012,CAN,22,quincey kyle,D,L,188,94.0,1985-08-12,detroit red wings,26.7186858316222,1985,26.5957446808511
2012,CAN,27,murray ryan,D,L,184,90.0,1993-09-27,everett silvertips,18.5927446954141,1993,26.5831758034026
2012,CAN,44,vlasic marc edouard,D,L,185,90.0,1987-03-30,san jose sharks,25.089664613278604,1987,26.296566837107395
2012,CAN,7,russell kris,D,L,177,84.0,1987-05-02,st. louis blues,24.9993155373032,1987,26.8122187110983
2012,CAN,10,perry corey,F,R,190,95.0,1985-05-16,anaheim ducks,26.959616700889804,1985,26.3157894736842
2012,CAN,24,benn jamie,F,L,188,94.0,1989-07-18,dallas stars,22.7871321013005,1989,26.5957446808511
2012,CAN,26,purcell teddy,F,R,188,91.0,1985-09-08,tampa bay lightning,26.6447638603696,1985,25.746944318696197
2012,CAN,37,o reilly ryan,F,L,183,90.0,1991-02-07,colorado avalanche,21.2292950034223,1991,26.874496103198105
2012,CAN,41,burrows alexandre,F,L,185,90.0,1981-04-11,vancouver canucks,31.0554414784394,1981,26.296566837107395
2012,CAN,93,nugent-hopkins ryan,F,L,185,79.0,1993-04-12,edmonton oilers,19.052703627652303,1993,23.0825420014609
2012,CAN,31,hackett matt,G,L,188,77.0,1990-03-07,minnesota wild,22.1519507186858,1990,21.7858759619737
2012,CZE,30,krejcik jakub,D,L,187,87.0,1991-06-25,slavia prague,20.851471594798102,1991,24.879178701135302
2012,CZE,87,nakladal jakub,D,R,187,90.0,1987-12-30,salavat yulayev ufa,24.3367556468172,1987,25.7370814149675
2012,CZE,82,vondrka michal,F,L,185,86.0,1982-05-17,slavia prague,29.9575633127995,1982,25.127830533235898
2012,CZE,88,petruzalek jakub,F,R,177,82.0,1985-04-24,amur khabarovsk,27.0198494182067,1985,26.1738325513103
2012,CZE,93,nedved petr,F,L,192,93.0,1971-12-09,bili tygri liberec,40.394250513347004,1971,25.2278645833333
2012,CZE,29,mrazek petr,G,L,187,84.0,1992-02-14,ottawa 67s,20.2108145106092,1992,24.021275987303
2012,DEN,12,moller bjarke,F,L,184,85.0,1985-09-23,aab aalborg,26.603696098562605,1985,25.1063327032136
2012,FIN,56,jarvinen joonas,D,L,190,100.0,1989-01-05,pelicans lahti,23.318275154004102,1989,27.7008310249307
2012,FIN,12,tuppurainen jani,F,L,180,80.0,1980-03-30,jyp jyvaskyla,32.0876112251882,1980,24.6913580246914
2012,FIN,19,kiiskinen tuomas,F,L,173,73.0,1986-10-07,kalpa kuopio,25.5660506502396,1986,24.391058839252896
2012,FIN,51,filppula valtteri,F,L,182,84.0,1984-03-20,detroit red wings,28.114989733059502,1984,25.3592561284869
2012,FRA,32,rouleau alexandre,D,L,185,90.0,1983-07-29,grenoble bruleurs de loups,28.758384668035603,1983,26.296566837107395
2012,FRA,26,bertrand charles,F,R,184,91.0,1991-02-05,lukko rauma,21.234770704996603,1991,26.8785444234405
2012,FRA,54,roussel antoine,F,L,183,88.0,1989-11-21,chicago wolves,22.4421629021218,1989,26.2772850786825
2012,FRA,71,guttig anthony,F,L,186,82.0,1988-10-30,dijon ducs,23.501711156742,1988,23.702162099664697
2012,GER,12,fischer christopher,D,R,180,86.0,1988-01-24,grizzly adams wolfsburg,24.268309377138902,1988,26.543209876543198
2012,GER,7,ondruschka florian,D,L,188,90.0,1987-06-24,straubing tigers,24.854209445585198,1987,25.464010864644603
2012,GER,77,goc nikolai,D,L,182,98.0,1986-06-17,adler mannheim,25.8726899383984,1986,29.585798816567998
2012,GER,82,akdag sinan,D,L,190,95.0,1989-11-05,krefeld pinguine,22.4859685147159,1989,26.3157894736842
2012,GER,19,kaufmann evan,F,R,179,71.0,1984-10-31,deg dusseldorf,27.4989733059548,1984,22.1591086420524
2012,GER,67,furchner sebastian,F,L,174,84.0,1982-05-03,grizzly adams wolfsburg,29.995893223819298,1982,27.744748315497397
2012,GER,86,pietta daniel,F,L,184,92.0,1986-12-09,krefeld pinguine,25.3935660506502,1986,27.173913043478304
2012,ITA,19,de marchi matt,D,L,190,88.0,1981-05-04,vik vasteras,30.9924709103354,1981,24.376731301939103
2012,ITA,27,larkin thomas,D,R,196,95.0,1990-12-31,colgate university hamilton ny,21.3333333333333,1990,24.7292794668888
2012,ITA,5,hofer roland,D,L,187,80.0,1990-06-24,peliitat heinola,21.8535249828884,1990,22.8774057021934
2012,ITA,16,tudin daniel,F,L,180,85.0,1978-08-03,ritten sport,33.744010951403105,1978,26.234567901234602
2012,ITA,18,bernard anton,F,R,178,82.0,1989-04-18,bolzano foxes,23.0362765229295,1989,25.8805706350208
2012,ITA,4,iori diego,F,R,174,90.0,1986-05-20,shc fassa,25.949349760438103,1986,29.726516052318697
2012,ITA,88,rocco vincent,F,L,166,74.0,1987-06-26,alleghe hockey,24.848733744010897,1987,26.854405574103602
2012,ITA,9,edwardson derek,F,R,172,80.0,1981-08-26,bolzano foxes,30.680355920602302,1981,27.0416441319632
2012,ITA,93,sirianni robert,F,R,180,77.0,1983-10-31,hc valpellice,28.5010266940452,1983,23.765432098765398
2012,ITA,35,bernard andreas,G,L,184,84.0,1990-06-09,saipa lappeenranta,21.894592744695398,1990,24.8109640831758
2012,KAZ,37,fadeyev yevgeni,D,L,172,82.0,1982-07-09,barys astana,29.8124572210815,1982,27.717685235262298
2012,KAZ,4,novopashin vitali,D,L,182,84.0,1978-09-28,barys astana,33.5906913073238,1978,25.3592561284869
2012,KAZ,5,korabeinikov andrei,D,L,184,82.0,1987-04-01,torpedo ust-kamenogorsk,25.084188911704302,1987,24.2202268431002
2012,KAZ,55,troshinski alexei,D,L,184,96.0,1973-10-09,vityaz chekhov,38.5598904859685,1973,28.3553875236295
2012,KAZ,70,kolesnikov vladislav,D,L,180,86.0,1984-07-27,torpedo ust-kamenogorsk,27.7618069815195,1984,26.543209876543198
2012,KAZ,75,yakovenko sergei,D,L,185,97.0,1976-03-24,sary-arka karaganda,36.104038329911,1976,28.3418553688824
2012,KAZ,18,polishuk fyodor,F,L,172,77.0,1979-07-04,barys astana,32.8268309377139,1979,26.027582477014604
2012,KAZ,26,savenkov konstantin,F,L,183,78.0,1990-03-25,torpedo ust-kamenogorsk,22.1026694045175,1990,23.291229956105
2012,KAZ,27,bumagin yevgeni,F,L,182,84.0,1982-04-07,barys astana,30.0670773442847,1982,25.3592561284869
2012,KAZ,62,krasnoslobodtsev vadim,F,L,190,91.0,1983-08-16,barys astana,28.709103353867196,1983,25.207756232687
2012,KAZ,81,pushkaryov konstantin,F,L,181,78.0,1985-02-12,barys astana,27.214236824093103,1985,23.8087970452672
2012,KAZ,85,romanov konstantin,F,L,183,82.0,1985-03-14,barys astana,27.132101300479103,1985,24.485652005136
2012,KAZ,88,rymarev yevgeni,F,L,175,76.0,1988-09-09,barys astana,23.6413415468857,1988,24.816326530612198
2012,KAZ,1,ivanov alexei,G,L,186,85.0,1988-05-04,barys astana,23.991786447638603,1988,24.569314371603603
2012,KAZ,20,kolesnik vitali,G,L,190,92.0,1979-08-20,salavat yulayev ufa,32.698151950718696,1979,25.4847645429363
2012,LAT,70,indrasis miks,F,R,192,89.0,1990-09-30,hk riga,21.585215605749504,1990,24.142795138888896
2012,LAT,90,jass koba,F,R,183,87.0,1990-05-01,torpedo ust-kamenogorsk,22.0013689253936,1990,25.9786795664248
2012,LAT,30,mustukovs ervins,G,L,184,80.0,1984-04-07,odense bulldogs,28.0657084188912,1984,23.629489603024602
2012,NOR,51,rosseli olsen mats,F,L,180,82.0,1991-04-29,frolunda gothenburg,21.0075290896646,1991,25.3086419753086
